codigo;uf;ex;nacionalfe;importados;estadual;municipal
28342930;SP;;13.45;17.41;18.00;0.00
28342940;SP;;13.45;17.41;18.00;0.00
28342990;SP;;13.45;24.54;18.00;0.00
28351011;SP;;13.45;17.41;18.00;0.00
28351019;SP;;13.45;17.41;18.00;0.00
28351021;SP;;13.45;24.54;18.00;0.00
28351029;SP;;13.45;17.41;18.00;0.00
28352200;SP;;13.45;24.54;18.00;0.00
28352400;SP;;13.45;24.54;18.00;0.00
28352500;SP;;13.45;15.45;18.00;0.00
28352600;SP;;13.45;24.54;18.00;0.00
28352910;SP;;13.45;17.41;18.00;0.00
28352920;SP;;13.45;17.41;18.00;0.00
28352930;SP;;13.45;17.41;18.00;0.00
28352940;SP;;13.45;17.41;18.00;0.00
28352950;SP;;13.45;17.41;18.00;0.00
28352960;SP;;13.45;17.41;18.00;0.00
28352970;SP;;13.45;17.41;18.00;0.00
28352980;SP;;13.45;24.54;18.00;0.00
28352990;SP;;13.45;24.54;18.00;0.00
28353110;SP;;13.45;24.54;18.00;0.00
28353190;SP;;13.45;24.54;18.00;0.00
28353910;SP;;13.45;24.54;18.00;0.00
28353920;SP;;13.45;24.54;18.00;0.00
28353930;SP;;13.45;17.41;18.00;0.00
28353990;SP;;13.45;24.54;18.00;0.00
28362010;SP;;13.45;15.45;18.00;0.00
28362090;SP;;13.45;24.54;18.00;0.00
28363000;SP;;13.45;32.12;18.00;0.00
28364000;SP;;13.45;24.54;18.00;0.00
28365000;SP;;13.45;24.54;18.00;0.00
28366010;SP;;13.45;17.41;18.00;0.00
28366090;SP;;13.45;24.54;18.00;0.00
28369100;SP;;13.45;24.54;18.00;0.00
28369200;SP;;13.45;17.41;18.00;0.00
28369911;SP;;13.45;24.54;18.00;0.00
28369912;SP;;13.45;17.41;18.00;0.00
28369913;SP;;13.45;24.54;18.00;0.00
28369919;SP;;13.45;24.54;18.00;0.00
28369920;SP;;13.45;17.41;18.00;0.00
28371100;SP;;13.45;24.54;18.00;0.00
28371911;SP;;13.45;17.41;18.00;0.00
28371912;SP;;13.45;24.54;18.00;0.00
28371914;SP;;13.45;24.54;18.00;0.00
28371915;SP;;13.45;24.54;18.00;0.00
28371919;SP;;13.45;17.41;18.00;0.00
28371920;SP;;13.45;17.41;18.00;0.00
28372011;SP;;13.45;17.41;18.00;0.00
28372012;SP;;13.45;17.41;18.00;0.00
28372019;SP;;13.45;17.41;18.00;0.00
28372021;SP;;13.45;17.41;18.00;0.00
28372022;SP;;13.45;17.41;18.00;0.00
28372023;SP;;13.45;17.41;18.00;0.00
28372029;SP;;13.45;17.41;18.00;0.00
28372090;SP;;13.45;17.41;18.00;0.00
28391100;SP;;13.45;24.54;18.00;0.00
28391900;SP;;13.45;24.54;18.00;0.00
28399010;SP;;13.45;24.54;18.00;0.00
28399020;SP;;13.45;24.54;18.00;0.00
28399030;SP;;13.45;24.54;18.00;0.00
28399040;SP;;13.45;24.54;18.00;0.00
28399050;SP;;13.45;24.54;18.00;0.00
28399090;SP;;13.45;17.41;18.00;0.00
28401100;SP;;13.45;24.54;18.00;0.00
28401900;SP;;13.45;24.54;18.00;0.00
28402000;SP;;13.45;24.54;18.00;0.00
28403000;SP;;13.45;17.41;18.00;0.00
28413000;SP;;13.45;17.41;18.00;0.00
28415011;SP;;13.45;17.41;18.00;0.00
28415012;SP;;13.45;24.54;18.00;0.00
28415013;SP;;13.45;24.54;18.00;0.00
28415014;SP;;13.45;24.54;18.00;0.00
28415015;SP;;13.45;24.54;18.00;0.00
28415016;SP;;13.45;24.54;18.00;0.00
28415019;SP;;13.45;17.41;18.00;0.00
28415020;SP;;13.45;17.41;18.00;0.00
28416100;SP;;13.45;17.41;18.00;0.00
28416910;SP;;13.45;17.41;18.00;0.00
28416920;SP;;13.45;17.41;18.00;0.00
28416930;SP;;13.45;17.41;18.00;0.00
28417010;SP;;13.45;24.54;18.00;0.00
28417020;SP;;13.45;24.54;18.00;0.00
28417090;SP;;13.45;17.41;18.00;0.00
28418010;SP;;13.45;24.54;18.00;0.00
28418020;SP;;13.45;24.54;18.00;0.00
28418090;SP;;4.20;8.16;18.00;0.00
28419011;SP;;13.45;24.54;18.00;0.00
28419012;SP;;13.45;24.54;18.00;0.00
28419013;SP;;13.45;24.54;18.00;0.00
28419014;SP;;13.45;24.54;18.00;0.00
28419015;SP;;13.45;24.54;18.00;0.00
28419019;SP;;13.45;17.41;18.00;0.00
28419021;SP;;13.45;24.54;18.00;0.00
28419022;SP;;13.45;24.54;18.00;0.00
28419029;SP;;13.45;17.41;18.00;0.00
28419030;SP;;13.45;17.41;18.00;0.00
28419041;SP;;13.45;24.54;18.00;0.00
28419042;SP;;13.45;24.54;18.00;0.00
28419043;SP;;13.45;24.54;18.00;0.00
28419049;SP;;13.45;17.41;18.00;0.00
28419050;SP;;13.45;17.41;18.00;0.00
28419060;SP;;13.45;17.41;18.00;0.00
28419070;SP;;13.45;17.41;18.00;0.00
28419081;SP;;13.45;24.54;18.00;0.00
28419082;SP;;13.45;17.41;18.00;0.00
28419083;SP;;13.45;17.41;18.00;0.00
28419089;SP;;13.45;17.41;18.00;0.00
28419090;SP;;13.45;24.54;18.00;0.00
28421010;SP;;13.45;24.54;18.00;0.00
28421090;SP;;13.45;24.54;18.00;0.00
28429000;SP;;13.45;17.41;18.00;0.00
28431000;SP;;4.20;15.29;18.00;0.00
28432100;SP;;13.45;24.54;18.00;0.00
28432910;SP;;13.45;17.41;18.00;0.00
28432990;SP;;13.45;24.54;18.00;0.00
28433010;SP;;13.45;17.41;18.00;0.00
28433090;SP;;13.45;24.54;18.00;0.00
28439011;SP;;13.45;15.45;18.00;0.00
28439019;SP;;13.45;17.41;18.00;0.00
28439090;SP;;13.45;24.54;18.00;0.00
28441000;SP;;13.45;17.41;18.00;0.00
28442000;SP;;13.45;17.41;18.00;0.00
28443000;SP;;13.45;17.41;18.00;0.00
28444010;SP;;13.45;24.54;18.00;0.00
28444020;SP;;13.45;17.41;18.00;0.00
28444030;SP;;13.45;24.54;18.00;0.00
28444090;SP;;13.45;17.41;18.00;0.00
28445000;SP;;13.45;17.41;18.00;0.00
28451000;SP;;13.45;17.41;18.00;0.00
28459000;SP;;13.45;17.41;18.00;0.00
28461010;SP;;13.45;17.41;18.00;0.00
28461090;SP;;13.45;17.41;18.00;0.00
28469010;SP;;13.45;17.41;18.00;0.00
28469020;SP;;13.45;17.41;18.00;0.00
28469030;SP;;13.45;24.54;18.00;0.00
28469090;SP;;13.45;17.41;18.00;0.00
28470000;SP;;4.20;15.29;18.00;0.00
28480010;SP;;13.45;24.54;18.00;0.00
28480020;SP;;13.45;24.54;18.00;0.00
28480030;SP;;13.45;17.41;18.00;0.00
28480090;SP;;13.45;17.41;18.00;0.00
28491000;SP;;13.45;24.54;18.00;0.00
28492000;SP;;13.45;24.54;18.00;0.00
28499010;SP;;13.45;17.41;18.00;0.00
28499020;SP;;13.45;17.41;18.00;0.00
28499030;SP;;13.45;17.41;18.00;0.00
28499090;SP;;13.45;17.41;18.00;0.00
28500010;SP;;13.45;17.41;18.00;0.00
28500020;SP;;13.45;24.54;18.00;0.00
28500090;SP;;13.45;17.41;18.00;0.00
28521011;SP;;13.45;24.54;18.00;0.00
28521012;SP;;13.45;17.41;18.00;0.00
28521013;SP;;13.45;27.73;18.00;0.00
28521014;SP;;13.45;17.41;18.00;0.00
28521019;SP;;13.45;17.41;18.00;0.00
28521021;SP;;13.45;26.16;18.00;0.00
28521022;SP;;13.45;26.16;18.00;0.00
28521023;SP;;13.45;26.16;18.00;0.00
28521024;SP;;13.45;26.16;18.00;0.00
28521025;SP;;13.45;26.16;18.00;0.00
28521029;SP;;13.45;17.41;18.00;0.00
28529000;SP;;13.45;26.16;18.00;0.00
28530010;SP;;13.45;17.41;18.00;0.00
28530020;SP;;13.45;17.41;18.00;0.00
28530031;SP;;13.45;17.41;18.00;0.00
28530039;SP;;13.45;17.41;18.00;0.00
28530090;SP;;13.45;17.41;18.00;0.00
28530090;SP;01;13.45;17.41;18.00;0.00
29011000;SP;;4.20;6.22;18.00;0.00
29012100;SP;;4.20;6.22;18.00;0.00
29012200;SP;;4.20;6.22;18.00;0.00
29012300;SP;;4.20;6.22;18.00;0.00
29012410;SP;;4.20;6.22;18.00;0.00
29012420;SP;;4.20;6.22;18.00;0.00
29012900;SP;;4.20;6.22;18.00;0.00
29021100;SP;;4.20;6.28;18.00;0.00
29021910;SP;;4.20;6.29;18.00;0.00
29021990;SP;;4.20;6.22;18.00;0.00
29022000;SP;;4.20;6.24;18.00;0.00
29023000;SP;;4.20;6.24;18.00;0.00
29024100;SP;;4.20;6.24;18.00;0.00
29024200;SP;;4.20;6.22;18.00;0.00
29024300;SP;;4.20;6.20;18.00;0.00
29024400;SP;;4.20;6.24;18.00;0.00
29025000;SP;;4.20;6.29;18.00;0.00
29026000;SP;;4.20;6.22;18.00;0.00
29027000;SP;;4.20;6.28;18.00;0.00
29029010;SP;;4.20;6.22;18.00;0.00
29029020;SP;;4.20;6.22;18.00;0.00
29029030;SP;;4.20;6.22;18.00;0.00
29029040;SP;;4.20;6.29;18.00;0.00
29029090;SP;;4.20;6.22;18.00;0.00
29031110;SP;;4.20;6.29;18.00;0.00
29031120;SP;;4.20;6.29;18.00;0.00
29031200;SP;;4.20;6.22;18.00;0.00
29031300;SP;;4.20;6.22;18.00;0.00
29031400;SP;;4.20;6.29;18.00;0.00
29031500;SP;;4.20;6.29;18.00;0.00
29031910;SP;;4.20;6.22;18.00;0.00
29031920;SP;;4.20;6.22;18.00;0.00
29031990;SP;;4.20;6.22;18.00;0.00
29032100;SP;;4.20;6.29;18.00;0.00
29032200;SP;;4.20;6.29;18.00;0.00
29032300;SP;;4.20;6.29;18.00;0.00
29032900;SP;;4.20;6.22;18.00;0.00
29033100;SP;;4.20;6.22;18.00;0.00
29033911;SP;;4.20;6.22;18.00;0.00
29033912;SP;;4.20;6.22;18.00;0.00
29033919;SP;;4.20;6.22;18.00;0.00
29033921;SP;;4.20;6.20;18.00;0.00
29033929;SP;;4.20;6.22;18.00;0.00
29033931;SP;;4.20;6.22;18.00;0.00
29033932;SP;;4.20;6.22;18.00;0.00
29033939;SP;;4.20;6.22;18.00;0.00
29037100;SP;;4.20;6.29;18.00;0.00
29037200;SP;;4.20;6.22;18.00;0.00
29037300;SP;;4.20;6.22;18.00;0.00
29037400;SP;;4.20;6.22;18.00;0.00
29037500;SP;;4.20;6.22;18.00;0.00
29037600;SP;;4.20;6.22;18.00;0.00
29037711;SP;;4.20;6.29;18.00;0.00
29037712;SP;;4.20;6.29;18.00;0.00
29037713;SP;;4.20;6.22;18.00;0.00
29037721;SP;;4.20;6.22;18.00;0.00
29037722;SP;;4.20;6.22;18.00;0.00
29037723;SP;;4.20;6.22;18.00;0.00
29037724;SP;;4.20;6.22;18.00;0.00
29037731;SP;;4.20;6.22;18.00;0.00
29037732;SP;;4.20;6.22;18.00;0.00
29037733;SP;;4.20;6.22;18.00;0.00
29037734;SP;;4.20;6.22;18.00;0.00
29037735;SP;;4.20;6.22;18.00;0.00
29037736;SP;;4.20;6.22;18.00;0.00
29037737;SP;;4.20;6.22;18.00;0.00
29037790;SP;;4.20;6.29;18.00;0.00
29037800;SP;;4.20;6.22;18.00;0.00
29037911;SP;;4.20;6.22;18.00;0.00
29037912;SP;;4.20;6.22;18.00;0.00
29037919;SP;;4.20;6.22;18.00;0.00
29037920;SP;;4.20;6.22;18.00;0.00
29037931;SP;;4.20;6.22;18.00;0.00
29037939;SP;;4.20;6.22;18.00;0.00
29037990;SP;;4.20;6.22;18.00;0.00
29038110;SP;;4.20;6.22;18.00;0.00
29038190;SP;;4.20;6.22;18.00;0.00
29038210;SP;;4.20;6.22;18.00;0.00
29038220;SP;;4.20;6.22;18.00;0.00
29038230;SP;;4.20;6.22;18.00;0.00
29038910;SP;;4.20;6.22;18.00;0.00
29038990;SP;;4.20;6.22;18.00;0.00
29039110;SP;;4.20;6.22;18.00;0.00
29039120;SP;;4.20;6.31;18.00;0.00
29039130;SP;;4.20;6.31;18.00;0.00
29039210;SP;;4.20;6.29;18.00;0.00
29039220;SP;;4.20;6.22;18.00;0.00
29039911;SP;;4.20;6.22;18.00;0.00
29039912;SP;;4.20;6.22;18.00;0.00
29039913;SP;;4.20;6.22;18.00;0.00
29039914;SP;;4.20;6.31;18.00;0.00
29039915;SP;;4.20;6.22;18.00;0.00
29039916;SP;;4.20;6.22;18.00;0.00
29039917;SP;;4.20;6.22;18.00;0.00
29039918;SP;;4.20;6.22;18.00;0.00
29039919;SP;;4.20;6.22;18.00;0.00
29039921;SP;;4.20;6.22;18.00;0.00
29039922;SP;;4.20;6.22;18.00;0.00
29039923;SP;;4.20;6.22;18.00;0.00
29039924;SP;;4.20;6.22;18.00;0.00
29039929;SP;;4.20;6.22;18.00;0.00
29039931;SP;;4.20;6.29;18.00;0.00
29039939;SP;;4.20;6.22;18.00;0.00
29039990;SP;;4.20;6.22;18.00;0.00
29041011;SP;;4.20;6.22;18.00;0.00
29041012;SP;;4.20;6.22;18.00;0.00
29041013;SP;;4.20;6.22;18.00;0.00
29041019;SP;;4.20;6.28;18.00;0.00
29041020;SP;;4.20;6.33;18.00;0.00
29041030;SP;;4.20;6.33;18.00;0.00
29041040;SP;;4.20;6.33;18.00;0.00
29041051;SP;;4.20;6.33;18.00;0.00
29041052;SP;;4.20;6.33;18.00;0.00
29041053;SP;;4.20;6.33;18.00;0.00
29041059;SP;;4.20;6.22;18.00;0.00
29041060;SP;;4.20;6.33;18.00;0.00
29041090;SP;;4.20;6.22;18.00;0.00
29042010;SP;;4.20;6.22;18.00;0.00
29042020;SP;;4.20;6.22;18.00;0.00
29042030;SP;;4.20;6.31;18.00;0.00
29042041;SP;;4.20;6.31;18.00;0.00
29042049;SP;;4.20;6.22;18.00;0.00
29042051;SP;;4.20;6.31;18.00;0.00
29042052;SP;;4.20;6.31;18.00;0.00
29042059;SP;;4.20;6.22;18.00;0.00
29042060;SP;;4.20;6.31;18.00;0.00
29042070;SP;;4.20;6.31;18.00;0.00
29042090;SP;;4.20;6.22;18.00;0.00
29049011;SP;;4.20;6.22;18.00;0.00
29049012;SP;;4.20;6.22;18.00;0.00
29049013;SP;;4.20;6.22;18.00;0.00
29049014;SP;;4.20;6.22;18.00;0.00
29049015;SP;;4.20;6.22;18.00;0.00
29049016;SP;;4.20;6.22;18.00;0.00
29049017;SP;;4.20;6.22;18.00;0.00
29049019;SP;;4.20;6.22;18.00;0.00
29049021;SP;;4.20;6.22;18.00;0.00
29049029;SP;;4.20;6.22;18.00;0.00
29049030;SP;;4.20;6.22;18.00;0.00
29049040;SP;;4.20;6.22;18.00;0.00
29049090;SP;;4.20;6.22;18.00;0.00
29051100;SP;;4.20;6.20;18.00;0.00
29051210;SP;;4.20;6.22;18.00;0.00
29051220;SP;;4.20;6.31;18.00;0.00
29051300;SP;;4.20;6.31;18.00;0.00
29051410;SP;;4.20;6.31;18.00;0.00
29051420;SP;;4.20;6.31;18.00;0.00
29051430;SP;;4.20;6.22;18.00;0.00
29051600;SP;;4.20;6.31;18.00;0.00
29051710;SP;;4.20;6.22;18.00;0.00
29051720;SP;;4.20;6.22;18.00;0.00
29051730;SP;;4.20;6.22;18.00;0.00
29051911;SP;;4.20;6.22;18.00;0.00
29051912;SP;;4.20;6.31;18.00;0.00
29051919;SP;;4.20;6.22;18.00;0.00
29051921;SP;;4.20;6.22;18.00;0.00
29051922;SP;;4.20;6.22;18.00;0.00
29051923;SP;;4.20;6.31;18.00;0.00
29051929;SP;;4.20;6.22;18.00;0.00
29051991;SP;;4.20;6.31;18.00;0.00
29051992;SP;;4.20;6.31;18.00;0.00
29051993;SP;;4.20;6.31;18.00;0.00
29051994;SP;;4.20;6.22;18.00;0.00
29051995;SP;;4.20;6.22;18.00;0.00
29051996;SP;;4.20;6.31;18.00;0.00
29051999;SP;;4.20;6.22;18.00;0.00
29052210;SP;;4.20;6.22;18.00;0.00
29052220;SP;;4.20;6.31;18.00;0.00
29052230;SP;;4.20;6.22;18.00;0.00
29052290;SP;;4.20;6.31;18.00;0.00
29052910;SP;;4.20;6.22;18.00;0.00
29052990;SP;;4.20;6.22;18.00;0.00
29053100;SP;;4.20;6.31;18.00;0.00
29053200;SP;;4.20;6.31;18.00;0.00
29053910;SP;;4.20;6.31;18.00;0.00
29053920;SP;;4.20;6.31;18.00;0.00
29053930;SP;;4.20;6.31;18.00;0.00
29053990;SP;;4.20;6.22;18.00;0.00
29054100;SP;;4.20;6.22;18.00;0.00
29054200;SP;;4.20;6.22;18.00;0.00
29054300;SP;;4.20;6.33;18.00;0.00
29054400;SP;;4.20;6.33;18.00;0.00
29054500;SP;;4.20;6.29;18.00;0.00
29054900;SP;;4.20;6.22;18.00;0.00
29055100;SP;;4.20;6.22;18.00;0.00
29055910;SP;;4.20;6.22;18.00;0.00
29055990;SP;;4.20;6.22;18.00;0.00
29061100;SP;;4.20;6.31;18.00;0.00
29061200;SP;;4.20;6.31;18.00;0.00
29061300;SP;;4.20;6.22;18.00;0.00
29061910;SP;;4.20;6.31;18.00;0.00
29061920;SP;;4.20;6.22;18.00;0.00
29061930;SP;;4.20;6.22;18.00;0.00
29061940;SP;;4.20;6.22;18.00;0.00
29061950;SP;;4.20;6.31;18.00;0.00
29061990;SP;;4.20;6.22;18.00;0.00
29062100;SP;;4.20;6.31;18.00;0.00
29062910;SP;;4.20;6.22;18.00;0.00
29062920;SP;;4.20;6.22;18.00;0.00
29062990;SP;;4.20;6.22;18.00;0.00
29071100;SP;;4.20;6.28;18.00;0.00
29071200;SP;;4.20;6.22;18.00;0.00
29071300;SP;;4.20;6.29;18.00;0.00
29071510;SP;;4.20;6.22;18.00;0.00
29071590;SP;;4.20;6.22;18.00;0.00
29071910;SP;;4.20;6.22;18.00;0.00
29071920;SP;;4.20;6.22;18.00;0.00
29071930;SP;;4.20;6.22;18.00;0.00
29071940;SP;;4.20;6.22;18.00;0.00
29071990;SP;;4.20;6.22;18.00;0.00
29072100;SP;;4.20;6.22;18.00;0.00
29072200;SP;;4.20;6.22;18.00;0.00
29072300;SP;;4.20;6.31;18.00;0.00
29072900;SP;;4.20;6.22;18.00;0.00
29081100;SP;;4.20;6.22;18.00;0.00
29081911;SP;;4.20;6.22;18.00;0.00
29081912;SP;;4.20;6.31;18.00;0.00
29081913;SP;;4.20;6.22;18.00;0.00
29081914;SP;;4.20;6.22;18.00;0.00
29081915;SP;;4.20;6.22;18.00;0.00
29081919;SP;;4.20;6.22;18.00;0.00
29081921;SP;;4.20;6.22;18.00;0.00
29081929;SP;;4.20;6.22;18.00;0.00
29081990;SP;;4.20;6.22;18.00;0.00
29089100;SP;;4.20;6.22;18.00;0.00
29089200;SP;;4.20;6.22;18.00;0.00
29089912;SP;;4.20;6.22;18.00;0.00
29089913;SP;;4.20;6.22;18.00;0.00
29089919;SP;;4.20;6.22;18.00;0.00
29089921;SP;;4.20;6.33;18.00;0.00
29089929;SP;;4.20;6.22;18.00;0.00
29089930;SP;;4.20;6.31;18.00;0.00
29089990;SP;;4.20;6.22;18.00;0.00
29091100;SP;;4.20;6.31;18.00;0.00
29091910;SP;;4.20;6.31;18.00;0.00
29091990;SP;;4.20;6.33;18.00;0.00
29092000;SP;;4.20;6.31;18.00;0.00
29093011;SP;;4.20;6.31;18.00;0.00
29093012;SP;;4.20;6.22;18.00;0.00
29093013;SP;;4.20;6.31;18.00;0.00
29093014;SP;;4.20;6.31;18.00;0.00
29093019;SP;;4.20;6.22;18.00;0.00
29093021;SP;;4.20;6.22;18.00;0.00
29093029;SP;;4.20;6.22;18.00;0.00
29094100;SP;;4.20;6.33;18.00;0.00
29094310;SP;;4.20;6.33;18.00;0.00
29094320;SP;;4.20;6.33;18.00;0.00
29094411;SP;;4.20;6.33;18.00;0.00
29094412;SP;;4.20;6.33;18.00;0.00
29094413;SP;;4.20;6.22;18.00;0.00
29094419;SP;;4.20;6.33;18.00;0.00
29094421;SP;;4.20;6.33;18.00;0.00
29094429;SP;;4.20;6.33;18.00;0.00
29094910;SP;;4.20;6.22;18.00;0.00
29094921;SP;;4.20;6.33;18.00;0.00
29094922;SP;;4.20;6.33;18.00;0.00
29094923;SP;;4.20;6.22;18.00;0.00
29094924;SP;;4.20;6.33;18.00;0.00
29094929;SP;;4.20;6.22;18.00;0.00
29094931;SP;;4.20;6.33;18.00;0.00
29094932;SP;;4.20;6.33;18.00;0.00
29094939;SP;;4.20;6.22;18.00;0.00
29094941;SP;;4.20;6.33;18.00;0.00
29094949;SP;;4.20;6.22;18.00;0.00
29094950;SP;;4.20;6.22;18.00;0.00
29094990;SP;;4.20;6.22;18.00;0.00
29095011;SP;;4.20;6.22;18.00;0.00
29095012;SP;;4.20;6.22;18.00;0.00
29095013;SP;;4.20;6.22;18.00;0.00
29095019;SP;;4.20;6.22;18.00;0.00
29095090;SP;;4.20;6.22;18.00;0.00
29096011;SP;;4.20;6.22;18.00;0.00
29096012;SP;;4.20;6.22;18.00;0.00
29096013;SP;;4.20;6.22;18.00;0.00
29096019;SP;;4.20;6.31;18.00;0.00
29096020;SP;;4.20;6.31;18.00;0.00
29101000;SP;;4.20;6.22;18.00;0.00
29102000;SP;;4.20;6.22;18.00;0.00
29103000;SP;;4.20;6.22;18.00;0.00
29104000;SP;;4.20;6.22;18.00;0.00
29109010;SP;;4.20;6.22;18.00;0.00
29109030;SP;;4.20;6.22;18.00;0.00
29109090;SP;;4.20;6.22;18.00;0.00
29110010;SP;;4.20;6.22;18.00;0.00
29110090;SP;;4.20;6.22;18.00;0.00
29121100;SP;;4.20;6.31;18.00;0.00
29121200;SP;;4.20;6.31;18.00;0.00
29121911;SP;;4.20;6.22;18.00;0.00
29121912;SP;;4.20;6.22;18.00;0.00
29121919;SP;;4.20;6.22;18.00;0.00
29121921;SP;;4.20;6.31;18.00;0.00
29121922;SP;;4.20;6.31;18.00;0.00
29121923;SP;;4.20;6.22;18.00;0.00
29121929;SP;;4.20;6.22;18.00;0.00
29121991;SP;;4.20;6.22;18.00;0.00
29121999;SP;;4.20;6.22;18.00;0.00
29122100;SP;;4.20;6.29;18.00;0.00
29122910;SP;;4.20;6.22;18.00;0.00
29122920;SP;;4.20;6.22;18.00;0.00
29122990;SP;;4.20;6.22;18.00;0.00
29124100;SP;;4.20;6.22;18.00;0.00
29124200;SP;;4.20;6.22;18.00;0.00
29124910;SP;;4.20;6.22;18.00;0.00
29124920;SP;;4.20;6.22;18.00;0.00
29124930;SP;;4.20;6.22;18.00;0.00
29124941;SP;;4.20;6.22;18.00;0.00
29124949;SP;;4.20;6.31;18.00;0.00
29124990;SP;;4.20;6.22;18.00;0.00
29125000;SP;;4.20;6.22;18.00;0.00
29126000;SP;;4.20;6.22;18.00;0.00
29130010;SP;;4.20;6.22;18.00;0.00
29130090;SP;;4.20;6.22;18.00;0.00
29141100;SP;;4.20;6.31;18.00;0.00
29141200;SP;;4.20;6.31;18.00;0.00
29141300;SP;;4.20;6.31;18.00;0.00
29141910;SP;;4.20;6.22;18.00;0.00
29141921;SP;;4.20;6.22;18.00;0.00
29141922;SP;;4.20;6.22;18.00;0.00
29141923;SP;;4.20;6.31;18.00;0.00
29141929;SP;;4.20;6.31;18.00;0.00
29141930;SP;;4.20;6.22;18.00;0.00
29141940;SP;;4.20;6.22;18.00;0.00
29141950;SP;;4.20;6.22;18.00;0.00
29141990;SP;;4.20;6.31;18.00;0.00
29142210;SP;;4.20;6.22;18.00;0.00
29142220;SP;;4.20;6.22;18.00;0.00
29142310;SP;;4.20;6.22;18.00;0.00
29142320;SP;;4.20;6.22;18.00;0.00
29142910;SP;;4.20;6.31;18.00;0.00
29142920;SP;;4.20;6.22;18.00;0.00
29142990;SP;;4.20;6.22;18.00;0.00
29143100;SP;;4.20;6.22;18.00;0.00
29143910;SP;;4.20;6.31;18.00;0.00
29143990;SP;;4.20;6.22;18.00;0.00
29144010;SP;;4.20;6.31;18.00;0.00
29144091;SP;;4.20;6.22;18.00;0.00
29144099;SP;;4.20;6.22;18.00;0.00
29145010;SP;;4.20;6.22;18.00;0.00
29145020;SP;;4.20;6.31;18.00;0.00
29145090;SP;;4.20;6.22;18.00;0.00
29146100;SP;;4.20;6.22;18.00;0.00
29146910;SP;;4.20;6.22;18.00;0.00
29146920;SP;;4.20;6.22;18.00;0.00
29146990;SP;;4.20;6.22;18.00;0.00
29147011;SP;;4.20;6.22;18.00;0.00
29147019;SP;;4.20;6.22;18.00;0.00
29147021;SP;;4.20;6.28;18.00;0.00
29147022;SP;;4.20;6.31;18.00;0.00
29147029;SP;;4.20;6.22;18.00;0.00
29147090;SP;;4.20;6.22;18.00;0.00
29151100;SP;;4.20;6.31;18.00;0.00
29151210;SP;;4.20;6.31;18.00;0.00
29151290;SP;;4.20;6.22;18.00;0.00
29151310;SP;;4.20;6.31;18.00;0.00
29151390;SP;;4.20;6.22;18.00;0.00
29152100;SP;;4.20;6.22;18.00;0.00
29152400;SP;;4.20;6.31;18.00;0.00
29152910;SP;;4.20;6.31;18.00;0.00
29152920;SP;;4.20;6.31;18.00;0.00
29152990;SP;;4.20;6.31;18.00;0.00
29153100;SP;;4.20;6.31;18.00;0.00
29153200;SP;;4.20;6.22;18.00;0.00
29153300;SP;;4.20;6.31;18.00;0.00
29153600;SP;;4.20;6.31;18.00;0.00
29153910;SP;;4.20;6.22;18.00;0.00
29153921;SP;;4.20;6.31;18.00;0.00
29153929;SP;;4.20;6.31;18.00;0.00
29153931;SP;;4.20;6.22;18.00;0.00
29153932;SP;;4.20;6.31;18.00;0.00
29153939;SP;;4.20;6.31;18.00;0.00
29153941;SP;;4.20;6.22;18.00;0.00
29153942;SP;;4.20;6.22;18.00;0.00
29153951;SP;;4.20;6.22;18.00;0.00
29153952;SP;;4.20;6.22;18.00;0.00
29153953;SP;;4.20;6.22;18.00;0.00
29153954;SP;;4.20;6.22;18.00;0.00
29153955;SP;;4.20;6.22;18.00;0.00
29153961;SP;;4.20;6.22;18.00;0.00
29153962;SP;;4.20;6.22;18.00;0.00
29153963;SP;;4.20;6.22;18.00;0.00
29153991;SP;;4.20;6.22;18.00;0.00
29153992;SP;;4.20;6.22;18.00;0.00
29153993;SP;;4.20;6.22;18.00;0.00
29153994;SP;;4.20;6.22;18.00;0.00
29153999;SP;;4.20;6.31;18.00;0.00
29154010;SP;;4.20;6.31;18.00;0.00
29154020;SP;;4.20;6.31;18.00;0.00
29154090;SP;;4.20;6.22;18.00;0.00
29155010;SP;;4.20;6.22;18.00;0.00
29155020;SP;;4.20;6.31;18.00;0.00
29155030;SP;;4.20;6.22;18.00;0.00
29156011;SP;;4.20;6.22;18.00;0.00
29156012;SP;;4.20;6.22;18.00;0.00
29156019;SP;;4.20;6.22;18.00;0.00
29156021;SP;;4.20;6.22;18.00;0.00
29156029;SP;;4.20;6.22;18.00;0.00
29157011;SP;;4.20;6.22;18.00;0.00
29157019;SP;;4.20;6.31;18.00;0.00
29157020;SP;;4.20;6.31;18.00;0.00
29157031;SP;;4.20;6.31;18.00;0.00
29157039;SP;;4.20;6.31;18.00;0.00
29157040;SP;;4.20;6.31;18.00;0.00
29159010;SP;;4.20;6.22;18.00;0.00
29159021;SP;;4.20;6.31;18.00;0.00
29159022;SP;;4.20;6.31;18.00;0.00
29159023;SP;;4.20;6.22;18.00;0.00
29159024;SP;;4.20;6.22;18.00;0.00
29159029;SP;;4.20;6.31;18.00;0.00
29159031;SP;;4.20;6.22;18.00;0.00
29159032;SP;;4.20;6.22;18.00;0.00
29159033;SP;;4.20;6.31;18.00;0.00
29159039;SP;;4.20;6.22;18.00;0.00
29159041;SP;;4.20;6.22;18.00;0.00
29159042;SP;;4.20;6.31;18.00;0.00
