codigo;uf;ex;nacionalfe;importados;estadual;municipal
56022100;SP;;13.45;36.08;18.00;0.00
56022900;SP;;13.45;36.08;18.00;0.00
56029000;SP;;13.45;36.08;18.00;0.00
56031110;SP;;13.45;17.41;18.00;0.00
56031120;SP;;13.45;36.08;18.00;0.00
56031130;SP;;13.45;36.08;18.00;0.00
56031140;SP;;13.45;36.08;18.00;0.00
56031190;SP;;13.45;36.08;18.00;0.00
56031210;SP;;13.45;36.08;18.00;0.00
56031220;SP;;13.45;17.41;18.00;0.00
56031230;SP;;13.45;36.08;18.00;0.00
56031240;SP;;13.45;36.08;18.00;0.00
56031250;SP;;13.45;36.08;18.00;0.00
56031290;SP;;13.45;36.08;18.00;0.00
56031310;SP;;13.45;36.08;18.00;0.00
56031320;SP;;13.45;17.41;18.00;0.00
56031330;SP;;13.45;36.08;18.00;0.00
56031340;SP;;13.45;36.08;18.00;0.00
56031350;SP;;13.45;36.08;18.00;0.00
56031390;SP;;13.45;36.08;18.00;0.00
56031410;SP;;13.45;17.41;18.00;0.00
56031420;SP;;13.45;36.08;18.00;0.00
56031430;SP;;13.45;36.08;18.00;0.00
56031440;SP;;13.45;36.08;18.00;0.00
56031490;SP;;13.45;36.08;18.00;0.00
56039110;SP;;13.45;36.08;18.00;0.00
56039120;SP;;13.45;36.08;18.00;0.00
56039130;SP;;13.45;36.08;18.00;0.00
56039190;SP;;13.45;36.08;18.00;0.00
56039210;SP;;13.45;36.08;18.00;0.00
56039220;SP;;13.45;36.08;18.00;0.00
56039230;SP;;13.45;36.08;18.00;0.00
56039240;SP;;13.45;36.08;18.00;0.00
56039290;SP;;13.45;36.08;18.00;0.00
56039310;SP;;13.45;36.08;18.00;0.00
56039320;SP;;13.45;36.08;18.00;0.00
56039330;SP;;13.45;36.08;18.00;0.00
56039340;SP;;13.45;36.08;18.00;0.00
56039390;SP;;13.45;36.08;18.00;0.00
56039410;SP;;13.45;36.08;18.00;0.00
56039420;SP;;13.45;36.08;18.00;0.00
56039430;SP;;13.45;36.08;18.00;0.00
56039490;SP;;13.45;36.08;18.00;0.00
56041000;SP;;13.45;30.70;18.00;0.00
56049010;SP;;13.45;17.41;18.00;0.00
56049021;SP;;13.45;30.70;18.00;0.00
56049022;SP;;13.45;30.70;18.00;0.00
56049090;SP;;13.45;24.76;18.00;0.00
56050010;SP;;13.45;30.70;18.00;0.00
56050020;SP;;13.45;30.70;18.00;0.00
56050090;SP;;13.45;30.70;18.00;0.00
56060000;SP;;13.45;30.70;18.00;0.00
56072100;SP;;13.45;30.70;18.00;0.00
56072900;SP;;13.45;30.70;18.00;0.00
56074100;SP;;13.45;30.70;18.00;0.00
56074900;SP;;13.45;30.70;18.00;0.00
56075011;SP;;13.45;30.70;18.00;0.00
56075019;SP;;13.45;30.70;18.00;0.00
56075090;SP;;13.45;30.70;18.00;0.00
56079010;SP;;13.45;30.70;18.00;0.00
56079020;SP;;13.45;17.41;18.00;0.00
56079090;SP;;13.45;30.70;18.00;0.00
56081100;SP;;13.45;30.70;18.00;0.00
56081900;SP;;13.45;30.70;18.00;0.00
56089000;SP;;13.45;30.70;18.00;0.00
56090010;SP;;13.45;30.70;18.00;0.00
56090090;SP;;13.45;30.70;18.00;0.00
57011011;SP;;16.55;27.38;18.00;0.00
57011012;SP;;16.55;27.38;18.00;0.00
57011020;SP;;16.55;27.38;18.00;0.00
57019000;SP;;16.55;27.38;18.00;0.00
57021000;SP;;16.55;27.38;18.00;0.00
57022000;SP;;16.55;27.38;18.00;0.00
57023100;SP;;16.55;27.38;18.00;0.00
57023200;SP;;16.55;27.38;18.00;0.00
57023900;SP;;16.55;27.38;18.00;0.00
57024100;SP;;16.55;27.38;18.00;0.00
57024200;SP;;16.55;27.38;18.00;0.00
57024900;SP;;16.55;27.38;18.00;0.00
57025010;SP;;16.55;27.38;18.00;0.00
57025020;SP;;16.55;27.38;18.00;0.00
57025090;SP;;16.55;27.38;18.00;0.00
57029100;SP;;16.55;27.38;18.00;0.00
57029200;SP;;16.55;27.38;18.00;0.00
57029900;SP;;16.55;27.38;18.00;0.00
57031000;SP;;16.55;27.38;18.00;0.00
57032000;SP;;16.55;27.38;18.00;0.00
57033000;SP;;16.55;27.38;18.00;0.00
57039000;SP;;16.55;27.38;18.00;0.00
57041000;SP;;16.55;27.38;18.00;0.00
57049000;SP;;16.55;27.38;18.00;0.00
57050000;SP;;16.55;27.38;18.00;0.00
58011000;SP;;13.45;15.66;18.00;0.00
58012100;SP;;13.45;15.66;18.00;0.00
58012200;SP;;13.45;15.66;18.00;0.00
58012300;SP;;13.45;15.66;18.00;0.00
58012600;SP;;13.45;15.66;18.00;0.00
58012700;SP;;13.45;15.66;18.00;0.00
58013100;SP;;13.45;15.66;18.00;0.00
58013200;SP;;13.45;15.66;18.00;0.00
58013300;SP;;13.45;15.66;18.00;0.00
58013600;SP;;13.45;15.66;18.00;0.00
58013700;SP;;13.45;15.66;18.00;0.00
58019000;SP;;13.45;15.66;18.00;0.00
58021100;SP;;13.45;15.66;18.00;0.00
58021900;SP;;13.45;15.66;18.00;0.00
58022000;SP;;13.45;15.66;18.00;0.00
58023000;SP;;13.45;15.66;18.00;0.00
58030010;SP;;13.45;15.66;18.00;0.00
58030090;SP;;13.45;15.66;18.00;0.00
58041010;SP;;13.45;15.66;18.00;0.00
58041090;SP;;13.45;15.66;18.00;0.00
58042100;SP;;13.45;15.66;18.00;0.00
58042910;SP;;13.45;15.66;18.00;0.00
58042990;SP;;13.45;15.66;18.00;0.00
58043010;SP;;13.45;15.66;18.00;0.00
58043090;SP;;13.45;15.66;18.00;0.00
58050010;SP;;13.50;15.71;18.00;0.00
58050020;SP;;13.50;15.71;18.00;0.00
58050090;SP;;13.50;15.71;18.00;0.00
58061000;SP;;13.45;15.66;18.00;0.00
58062000;SP;;13.45;15.66;18.00;0.00
58063100;SP;;13.45;15.66;18.00;0.00
58063200;SP;;13.45;15.66;18.00;0.00
58063900;SP;;13.45;15.66;18.00;0.00
58064000;SP;;13.45;15.66;18.00;0.00
58071000;SP;;13.45;15.66;18.00;0.00
58079000;SP;;13.45;15.66;18.00;0.00
58081000;SP;;13.45;15.66;18.00;0.00
58089000;SP;;13.45;15.66;18.00;0.00
58090000;SP;;13.45;15.66;18.00;0.00
58101000;SP;;13.45;15.66;18.00;0.00
58109100;SP;;13.45;15.66;18.00;0.00
58109200;SP;;13.45;15.66;18.00;0.00
58109900;SP;;13.45;15.66;18.00;0.00
58110000;SP;;13.45;15.66;18.00;0.00
59011000;SP;;15.07;21.77;18.00;0.00
59019000;SP;;15.07;21.77;18.00;0.00
59021010;SP;;15.07;21.77;18.00;0.00
59021090;SP;;15.07;21.25;18.00;0.00
59022000;SP;;15.07;21.77;18.00;0.00
59029000;SP;;15.07;21.25;18.00;0.00
59031000;SP;;15.07;24.10;18.00;0.00
59032000;SP;;15.07;24.10;18.00;0.00
59039000;SP;;15.07;24.10;18.00;0.00
59041000;SP;;16.55;23.25;18.00;0.00
59049000;SP;;16.55;23.25;18.00;0.00
59050000;SP;;16.55;23.25;18.00;0.00
59061000;SP;;15.07;21.77;18.00;0.00
59069100;SP;;15.07;21.77;18.00;0.00
59069900;SP;;15.07;21.77;18.00;0.00
59070000;SP;;15.07;21.77;18.00;0.00
59080000;SP;;15.07;21.77;18.00;0.00
59090000;SP;;15.07;21.77;18.00;0.00
59100000;SP;;16.55;23.25;18.00;0.00
59111000;SP;;15.07;21.77;18.00;0.00
59112010;SP;;15.07;21.77;18.00;0.00
59112090;SP;;15.07;21.77;18.00;0.00
59113100;SP;;15.07;24.10;18.00;0.00
59113200;SP;;15.07;24.10;18.00;0.00
59114000;SP;;15.07;24.10;18.00;0.00
59119000;SP;;15.07;24.10;18.00;0.00
60011010;SP;;13.45;15.66;18.00;0.00
60011020;SP;;13.45;15.66;18.00;0.00
60011090;SP;;13.45;15.66;18.00;0.00
60012100;SP;;13.45;15.66;18.00;0.00
60012200;SP;;13.45;15.66;18.00;0.00
60012900;SP;;13.45;15.66;18.00;0.00
60019100;SP;;13.45;15.66;18.00;0.00
60019200;SP;;13.45;15.66;18.00;0.00
60019900;SP;;13.45;15.66;18.00;0.00
60024010;SP;;13.45;15.66;18.00;0.00
60024020;SP;;13.45;15.66;18.00;0.00
60024090;SP;;13.45;15.66;18.00;0.00
60029010;SP;;13.45;15.66;18.00;0.00
60029020;SP;;13.45;15.66;18.00;0.00
60029090;SP;;13.45;15.66;18.00;0.00
60031000;SP;;13.45;15.66;18.00;0.00
60032000;SP;;13.45;15.66;18.00;0.00
60033000;SP;;13.45;15.66;18.00;0.00
60034000;SP;;13.45;15.66;18.00;0.00
60039000;SP;;13.45;15.66;18.00;0.00
60041011;SP;;13.45;15.66;18.00;0.00
60041012;SP;;13.45;15.66;18.00;0.00
60041013;SP;;13.45;15.66;18.00;0.00
60041014;SP;;13.45;15.66;18.00;0.00
60041031;SP;;13.45;15.66;18.00;0.00
60041032;SP;;13.45;15.66;18.00;0.00
60041033;SP;;13.45;15.66;18.00;0.00
60041034;SP;;13.45;15.66;18.00;0.00
60041041;SP;;13.45;15.66;18.00;0.00
60041042;SP;;13.45;15.66;18.00;0.00
60041043;SP;;13.45;15.66;18.00;0.00
60041044;SP;;13.45;15.66;18.00;0.00
60041091;SP;;13.45;15.66;18.00;0.00
60041092;SP;;13.45;15.66;18.00;0.00
60041093;SP;;13.45;15.66;18.00;0.00
60041094;SP;;13.45;15.66;18.00;0.00
60049010;SP;;13.45;15.66;18.00;0.00
60049030;SP;;13.45;15.66;18.00;0.00
60049040;SP;;13.45;15.66;18.00;0.00
60049090;SP;;13.45;15.66;18.00;0.00
60052100;SP;;13.45;15.66;18.00;0.00
60052200;SP;;13.45;15.66;18.00;0.00
60052300;SP;;13.45;15.66;18.00;0.00
60052400;SP;;13.45;15.66;18.00;0.00
60053100;SP;;13.45;15.66;18.00;0.00
60053200;SP;;13.45;15.66;18.00;0.00
60053300;SP;;13.45;15.66;18.00;0.00
60053400;SP;;13.45;15.66;18.00;0.00
60054100;SP;;13.45;15.66;18.00;0.00
60054200;SP;;13.45;15.66;18.00;0.00
60054300;SP;;13.45;15.66;18.00;0.00
60054400;SP;;13.45;15.66;18.00;0.00
60059010;SP;;13.45;15.66;18.00;0.00
60059090;SP;;13.45;15.66;18.00;0.00
60061000;SP;;13.45;15.66;18.00;0.00
60062100;SP;;13.45;15.66;18.00;0.00
60062200;SP;;13.45;15.66;18.00;0.00
60062300;SP;;13.45;15.66;18.00;0.00
60062400;SP;;13.45;15.66;18.00;0.00
60063110;SP;;13.45;15.66;18.00;0.00
60063120;SP;;13.45;15.66;18.00;0.00
60063130;SP;;13.45;15.66;18.00;0.00
60063190;SP;;13.45;15.66;18.00;0.00
60063210;SP;;13.45;15.66;18.00;0.00
60063220;SP;;13.45;15.66;18.00;0.00
60063230;SP;;13.45;15.66;18.00;0.00
60063290;SP;;13.45;15.66;18.00;0.00
60063310;SP;;13.45;15.66;18.00;0.00
60063320;SP;;13.45;15.66;18.00;0.00
60063330;SP;;13.45;15.66;18.00;0.00
60063390;SP;;13.45;15.66;18.00;0.00
60063410;SP;;13.45;15.66;18.00;0.00
60063420;SP;;13.45;15.66;18.00;0.00
60063430;SP;;13.45;15.66;18.00;0.00
60063490;SP;;13.45;15.66;18.00;0.00
60064100;SP;;13.45;15.66;18.00;0.00
60064200;SP;;13.45;15.66;18.00;0.00
60064300;SP;;13.45;15.66;18.00;0.00
60064400;SP;;13.45;15.66;18.00;0.00
60069000;SP;;13.45;15.66;18.00;0.00
61012000;SP;;13.45;15.71;18.00;0.00
61013000;SP;;13.45;15.71;18.00;0.00
61019010;SP;;13.45;15.71;18.00;0.00
61019090;SP;;13.45;15.71;18.00;0.00
61021000;SP;;13.45;15.71;18.00;0.00
61022000;SP;;13.45;15.71;18.00;0.00
61023000;SP;;13.45;15.71;18.00;0.00
61029000;SP;;13.45;15.71;18.00;0.00
61031010;SP;;13.45;15.71;18.00;0.00
61031020;SP;;13.45;15.71;18.00;0.00
61031090;SP;;13.45;15.71;18.00;0.00
61032200;SP;;13.45;15.71;18.00;0.00
61032300;SP;;13.45;15.71;18.00;0.00
61032910;SP;;13.45;15.71;18.00;0.00
61032990;SP;;13.45;15.71;18.00;0.00
61033100;SP;;13.45;15.71;18.00;0.00
61033200;SP;;13.45;15.71;18.00;0.00
61033300;SP;;13.45;15.71;18.00;0.00
61033900;SP;;13.45;15.71;18.00;0.00
61034100;SP;;13.45;15.71;18.00;0.00
61034200;SP;;13.45;15.71;18.00;0.00
61034300;SP;;13.45;15.71;18.00;0.00
61034900;SP;;13.45;15.71;18.00;0.00
61041300;SP;;13.45;15.71;18.00;0.00
61041910;SP;;13.45;15.71;18.00;0.00
61041920;SP;;13.45;15.71;18.00;0.00
61041990;SP;;13.45;15.71;18.00;0.00
61042200;SP;;13.45;15.71;18.00;0.00
61042300;SP;;13.45;15.71;18.00;0.00
61042910;SP;;13.45;15.71;18.00;0.00
61042990;SP;;13.45;15.71;18.00;0.00
61043100;SP;;13.45;15.71;18.00;0.00
61043200;SP;;13.45;15.71;18.00;0.00
61043300;SP;;13.45;15.71;18.00;0.00
61043900;SP;;13.45;15.71;18.00;0.00
61044100;SP;;13.45;15.71;18.00;0.00
61044200;SP;;13.45;15.71;18.00;0.00
61044300;SP;;13.45;15.71;18.00;0.00
61044400;SP;;13.45;15.71;18.00;0.00
61044900;SP;;13.45;15.71;18.00;0.00
61045100;SP;;13.45;15.71;18.00;0.00
61045200;SP;;13.45;15.71;18.00;0.00
61045300;SP;;13.45;15.71;18.00;0.00
61045900;SP;;13.45;15.71;18.00;0.00
61046100;SP;;13.45;15.71;18.00;0.00
61046200;SP;;13.45;15.71;18.00;0.00
61046300;SP;;13.45;15.71;18.00;0.00
61046900;SP;;13.45;15.71;18.00;0.00
61051000;SP;;13.45;15.71;18.00;0.00
61052000;SP;;13.45;15.71;18.00;0.00
61059000;SP;;13.45;15.71;18.00;0.00
61061000;SP;;13.45;15.71;18.00;0.00
61062000;SP;;13.45;15.71;18.00;0.00
61069000;SP;;13.45;15.71;18.00;0.00
61071100;SP;;13.45;15.71;18.00;0.00
61071200;SP;;13.45;15.71;18.00;0.00
61071900;SP;;13.45;15.71;18.00;0.00
61072100;SP;;13.45;15.71;18.00;0.00
61072200;SP;;13.45;15.71;18.00;0.00
61072900;SP;;13.45;15.71;18.00;0.00
61079100;SP;;13.45;15.71;18.00;0.00
61079910;SP;;13.45;15.71;18.00;0.00
61079990;SP;;13.45;15.71;18.00;0.00
61081100;SP;;13.45;15.71;18.00;0.00
61081900;SP;;13.45;15.71;18.00;0.00
61082100;SP;;13.45;15.71;18.00;0.00
61082200;SP;;13.45;15.71;18.00;0.00
61082900;SP;;13.45;15.71;18.00;0.00
61083100;SP;;13.45;15.71;18.00;0.00
61083200;SP;;13.45;15.71;18.00;0.00
61083900;SP;;13.45;15.71;18.00;0.00
61089100;SP;;13.45;15.71;18.00;0.00
61089200;SP;;13.45;15.71;18.00;0.00
61089900;SP;;13.45;15.71;18.00;0.00
61091000;SP;;13.45;15.71;18.00;0.00
61099000;SP;;13.45;15.71;18.00;0.00
61101100;SP;;13.45;15.71;18.00;0.00
61101200;SP;;13.45;15.71;18.00;0.00
61101900;SP;;13.45;15.71;18.00;0.00
61102000;SP;;13.45;15.71;18.00;0.00
61103000;SP;;13.45;15.71;18.00;0.00
61109000;SP;;13.45;15.71;18.00;0.00
61112000;SP;;13.45;15.71;18.00;0.00
61113000;SP;;13.45;15.71;18.00;0.00
61119010;SP;;13.45;15.71;18.00;0.00
61119090;SP;;13.45;15.71;18.00;0.00
61121100;SP;;13.45;15.71;18.00;0.00
61121200;SP;;13.45;15.71;18.00;0.00
61121900;SP;;13.45;15.71;18.00;0.00
61122000;SP;;13.45;15.71;18.00;0.00
61123100;SP;;13.45;15.71;18.00;0.00
61123900;SP;;13.45;15.71;18.00;0.00
61124100;SP;;13.45;15.71;18.00;0.00
61124900;SP;;13.45;15.71;18.00;0.00
61130000;SP;;13.45;15.71;18.00;0.00
61142000;SP;;13.45;15.71;18.00;0.00
61143000;SP;;13.45;15.71;18.00;0.00
61149010;SP;;13.45;15.71;18.00;0.00
61149090;SP;;13.45;15.71;18.00;0.00
61151011;SP;;13.45;15.71;18.00;0.00
61151012;SP;;13.45;15.71;18.00;0.00
61151013;SP;;13.45;15.71;18.00;0.00
61151014;SP;;13.45;15.71;18.00;0.00
61151019;SP;;13.45;15.71;18.00;0.00
61151021;SP;;13.45;15.71;18.00;0.00
61151022;SP;;13.45;15.71;18.00;0.00
61151029;SP;;13.45;15.71;18.00;0.00
61151091;SP;;13.45;15.71;18.00;0.00
61151092;SP;;13.45;15.71;18.00;0.00
61151093;SP;;13.45;15.71;18.00;0.00
61151099;SP;;13.45;15.71;18.00;0.00
61152100;SP;;13.45;15.71;18.00;0.00
61152200;SP;;13.45;15.71;18.00;0.00
61152910;SP;;13.45;15.71;18.00;0.00
61152920;SP;;13.45;15.71;18.00;0.00
61152990;SP;;13.45;15.71;18.00;0.00
61153010;SP;;13.45;15.71;18.00;0.00
61153020;SP;;13.45;15.71;18.00;0.00
61153090;SP;;13.45;15.71;18.00;0.00
61159400;SP;;13.45;15.71;18.00;0.00
61159500;SP;;13.45;15.71;18.00;0.00
61159600;SP;;13.45;15.71;18.00;0.00
61159900;SP;;13.45;15.71;18.00;0.00
61161000;SP;;13.45;15.71;18.00;0.00
61169100;SP;;13.45;15.71;18.00;0.00
61169200;SP;;13.45;15.71;18.00;0.00
61169300;SP;;13.45;15.71;18.00;0.00
61169900;SP;;13.45;15.71;18.00;0.00
61171000;SP;;13.45;15.71;18.00;0.00
61178010;SP;;13.45;15.71;18.00;0.00
61178090;SP;;13.45;15.71;18.00;0.00
61179000;SP;;13.45;15.71;18.00;0.00
62011100;SP;;13.45;15.71;18.00;0.00
62011200;SP;;13.45;15.71;18.00;0.00
62011300;SP;;13.45;15.71;18.00;0.00
62011900;SP;;13.45;15.71;18.00;0.00
62019100;SP;;13.45;15.71;18.00;0.00
62019200;SP;;13.45;15.71;18.00;0.00
62019300;SP;;13.45;15.71;18.00;0.00
62019900;SP;;13.45;15.71;18.00;0.00
62021100;SP;;13.45;15.71;18.00;0.00
62021200;SP;;13.45;15.71;18.00;0.00
62021300;SP;;13.45;15.71;18.00;0.00
62021900;SP;;13.45;15.71;18.00;0.00
62029100;SP;;13.45;15.71;18.00;0.00
62029200;SP;;13.45;15.71;18.00;0.00
62029300;SP;;13.45;15.71;18.00;0.00
62029900;SP;;13.45;15.71;18.00;0.00
62031100;SP;;13.45;15.71;18.00;0.00
62031200;SP;;13.45;15.71;18.00;0.00
62031900;SP;;13.45;15.71;18.00;0.00
62032200;SP;;13.45;15.71;18.00;0.00
62032300;SP;;13.45;15.71;18.00;0.00
62032910;SP;;13.45;15.71;18.00;0.00
62032990;SP;;13.45;15.71;18.00;0.00
62033100;SP;;13.45;15.71;18.00;0.00
62033200;SP;;13.45;15.71;18.00;0.00
62033300;SP;;13.45;15.71;18.00;0.00
62033900;SP;;13.45;15.71;18.00;0.00
62034100;SP;;13.45;15.71;18.00;0.00
62034200;SP;;13.45;15.71;18.00;0.00
62034300;SP;;13.45;15.71;18.00;0.00
62034900;SP;;13.45;15.71;18.00;0.00
62041100;SP;;13.45;15.71;18.00;0.00
62041200;SP;;13.45;15.71;18.00;0.00
62041300;SP;;13.45;15.71;18.00;0.00
62041900;SP;;13.45;15.71;18.00;0.00
62042100;SP;;13.45;15.71;18.00;0.00
62042200;SP;;13.45;15.71;18.00;0.00
62042300;SP;;13.45;15.71;18.00;0.00
62042900;SP;;13.45;15.71;18.00;0.00
62043100;SP;;13.45;15.71;18.00;0.00
62043200;SP;;13.45;15.71;18.00;0.00
62043300;SP;;13.45;15.71;18.00;0.00
62043900;SP;;13.45;15.71;18.00;0.00
62044100;SP;;13.45;15.71;18.00;0.00
62044200;SP;;13.45;15.71;18.00;0.00
62044300;SP;;13.45;15.71;18.00;0.00
62044400;SP;;13.45;15.71;18.00;0.00
62044900;SP;;13.45;15.71;18.00;0.00
62045100;SP;;13.45;15.71;18.00;0.00
62045200;SP;;13.45;15.71;18.00;0.00
62045300;SP;;13.45;15.71;18.00;0.00
62045900;SP;;13.45;15.71;18.00;0.00
62046100;SP;;13.45;15.71;18.00;0.00
62046200;SP;;13.45;15.71;18.00;0.00
62046300;SP;;13.45;15.71;18.00;0.00
62046900;SP;;13.45;15.71;18.00;0.00
62052000;SP;;13.45;15.71;18.00;0.00
62053000;SP;;13.45;15.71;18.00;0.00
62059010;SP;;13.45;15.71;18.00;0.00
62059090;SP;;13.45;15.71;18.00;0.00
62061000;SP;;13.45;15.71;18.00;0.00
62062000;SP;;13.45;15.71;18.00;0.00
62063000;SP;;13.45;15.71;18.00;0.00
62064000;SP;;13.45;15.71;18.00;0.00
62069000;SP;;13.45;15.71;18.00;0.00
62071100;SP;;13.45;15.71;18.00;0.00
62071900;SP;;13.45;15.71;18.00;0.00
62072100;SP;;13.45;15.71;18.00;0.00
62072200;SP;;13.45;15.71;18.00;0.00
62072900;SP;;13.45;15.71;18.00;0.00
62079100;SP;;13.45;15.71;18.00;0.00
62079910;SP;;13.45;15.71;18.00;0.00
62079990;SP;;13.45;15.71;18.00;0.00
62081100;SP;;13.45;15.71;18.00;0.00
62081900;SP;;13.45;15.71;18.00;0.00
62082100;SP;;13.45;15.71;18.00;0.00
62082200;SP;;13.45;15.71;18.00;0.00
62082900;SP;;13.45;15.71;18.00;0.00
62089100;SP;;13.45;15.71;18.00;0.00
62089200;SP;;13.45;15.71;18.00;0.00
62089900;SP;;13.45;15.71;18.00;0.00
62092000;SP;;13.45;15.71;18.00;0.00
62093000;SP;;13.45;15.71;18.00;0.00
62099010;SP;;13.45;15.71;18.00;0.00
62099090;SP;;13.45;15.71;18.00;0.00
62101000;SP;;13.45;15.71;18.00;0.00
62102000;SP;;13.45;15.71;18.00;0.00
62103000;SP;;13.45;15.71;18.00;0.00
62104000;SP;;13.45;15.71;18.00;0.00
62105000;SP;;13.45;15.71;18.00;0.00
62111100;SP;;13.45;15.71;18.00;0.00
62111200;SP;;13.45;15.71;18.00;0.00
62112000;SP;;13.45;15.71;18.00;0.00
62113200;SP;;13.45;15.71;18.00;0.00
62113300;SP;;13.45;15.71;18.00;0.00
62113910;SP;;13.45;15.71;18.00;0.00
62113990;SP;;13.45;15.71;18.00;0.00
62114200;SP;;13.45;15.71;18.00;0.00
62114300;SP;;13.45;15.71;18.00;0.00
62114900;SP;;13.45;15.71;18.00;0.00
62121000;SP;;13.45;15.71;18.00;0.00
62122000;SP;;13.45;15.71;18.00;0.00
62123000;SP;;13.45;15.71;18.00;0.00
62129000;SP;;13.45;15.71;18.00;0.00
62132000;SP;;13.45;15.71;18.00;0.00
62139010;SP;;13.45;15.71;18.00;0.00
62139090;SP;;13.45;15.71;18.00;0.00
62141000;SP;;13.45;15.71;18.00;0.00
62142000;SP;;13.45;15.71;18.00;0.00
62143000;SP;;13.45;15.71;18.00;0.00
62144000;SP;;13.45;15.71;18.00;0.00
62149010;SP;;13.45;15.71;18.00;0.00
62149090;SP;;13.45;15.71;18.00;0.00
62151000;SP;;13.45;15.71;18.00;0.00
62152000;SP;;13.45;15.71;18.00;0.00
62159000;SP;;13.45;15.71;18.00;0.00
62160000;SP;;13.45;15.71;18.00;0.00
62171000;SP;;13.45;15.71;18.00;0.00
62179000;SP;;13.45;15.71;18.00;0.00
63011000;SP;;4.20;15.03;18.00;0.00
63012000;SP;;4.20;15.03;18.00;0.00
63013000;SP;;4.20;15.03;18.00;0.00
63014000;SP;;4.20;15.03;18.00;0.00
63019000;SP;;4.20;15.03;18.00;0.00
63021000;SP;;4.20;15.03;18.00;0.00
63022100;SP;;4.20;15.03;18.00;0.00
63022200;SP;;4.20;15.03;18.00;0.00
63022900;SP;;4.20;15.03;18.00;0.00
63023100;SP;;4.20;15.03;18.00;0.00
63023200;SP;;4.20;15.03;18.00;0.00
63023900;SP;;4.20;15.03;18.00;0.00
63024000;SP;;4.20;15.03;18.00;0.00
63025100;SP;;4.20;15.03;18.00;0.00
63025300;SP;;4.20;15.03;18.00;0.00
63025910;SP;;4.20;15.03;18.00;0.00
63025990;SP;;4.20;15.03;18.00;0.00
63026000;SP;;4.20;32.13;18.00;0.00
63029100;SP;;4.20;15.03;18.00;0.00
63029300;SP;;4.20;15.03;18.00;0.00
63029910;SP;;4.20;15.03;18.00;0.00
63029990;SP;;4.20;15.03;18.00;0.00
63031200;SP;;4.20;15.03;18.00;0.00
63031910;SP;;4.20;15.03;18.00;0.00
63031990;SP;;4.20;15.03;18.00;0.00
63039100;SP;;4.20;15.03;18.00;0.00
63039200;SP;;4.20;15.03;18.00;0.00
63039900;SP;;4.20;15.03;18.00;0.00
63041100;SP;;4.20;15.03;18.00;0.00
63041910;SP;;4.20;15.03;18.00;0.00
63041990;SP;;4.20;15.03;18.00;0.00
63049100;SP;;4.20;15.03;18.00;0.00
63049200;SP;;4.20;15.03;18.00;0.00
63049300;SP;;4.20;15.03;18.00;0.00
63049900;SP;;4.20;15.03;18.00;0.00
63051000;SP;;8.64;19.47;18.00;0.00
63052000;SP;;8.64;19.47;18.00;0.00
63053200;SP;;8.64;19.47;18.00;0.00
63053310;SP;;8.64;19.47;18.00;0.00
63053390;SP;;8.64;19.47;18.00;0.00
63053900;SP;;8.64;19.47;18.00;0.00
63059000;SP;;8.64;19.47;18.00;0.00
63061200;SP;;5.82;16.65;18.00;0.00
63061910;SP;;5.82;16.65;18.00;0.00
63061990;SP;;5.82;16.65;18.00;0.00
63062200;SP;;7.30;18.13;18.00;0.00
63062910;SP;;7.30;18.13;18.00;0.00
63062990;SP;;7.30;18.13;18.00;0.00
63063010;SP;;7.30;18.13;18.00;0.00
63063090;SP;;7.30;18.13;18.00;0.00
63064010;SP;;5.82;16.65;18.00;0.00
63064090;SP;;5.82;16.65;18.00;0.00
63069000;SP;;5.82;16.65;18.00;0.00
63071000;SP;;4.20;15.03;18.00;0.00
63072000;SP;;4.20;15.03;18.00;0.00
63079010;SP;;4.20;15.03;18.00;0.00
63079020;SP;;4.20;6.87;18.00;0.00
63079090;SP;;4.20;15.03;18.00;0.00
63080000;SP;;4.20;32.13;18.00;0.00
63090010;SP;;4.20;15.03;18.00;0.00
63090090;SP;;4.20;15.03;18.00;0.00
63101000;SP;;4.20;15.03;18.00;0.00
63109000;SP;;4.20;15.03;18.00;0.00
64011000;SP;;13.45;15.71;18.00;0.00
64019200;SP;;13.45;15.71;18.00;0.00
64019910;SP;;13.45;15.71;18.00;0.00
64019990;SP;;13.45;15.71;18.00;0.00
64021200;SP;;13.45;15.62;18.00;0.00
64021900;SP;;13.45;15.71;18.00;0.00
64022000;SP;;13.45;15.71;18.00;0.00
64029110;SP;;13.45;15.71;18.00;0.00
64029190;SP;;13.45;15.71;18.00;0.00
64029910;SP;;13.45;15.71;18.00;0.00
64029990;SP;;13.45;15.71;18.00;0.00
64031200;SP;;13.45;15.62;18.00;0.00
64031900;SP;;13.45;15.71;18.00;0.00
64032000;SP;;13.45;15.71;18.00;0.00
64034000;SP;;13.45;15.71;18.00;0.00
64035110;SP;;13.45;15.71;18.00;0.00
64035190;SP;;13.45;15.71;18.00;0.00
64035910;SP;;13.45;15.71;18.00;0.00
64035990;SP;;13.45;15.71;18.00;0.00
64039110;SP;;13.45;15.71;18.00;0.00
64039190;SP;;13.45;15.71;18.00;0.00
64039910;SP;;13.45;15.71;18.00;0.00
64039990;SP;;13.45;15.71;18.00;0.00
64041100;SP;;13.45;15.71;18.00;0.00
64041900;SP;;13.45;15.71;18.00;0.00
64042000;SP;;13.45;15.71;18.00;0.00
